hash_md5,sha1,sha256,extension,filetype,mimetype,size,fecha_escaneo_vt,dia_escaneo_vt,fecha_agregado_virusshare,dia_agregado_virusshare,vt_positives,vt_total,detection_ratio,motores_detectaron,familia_probable,familia_score,familias_top,tipo_probable,tipo_score,tipos_top,detecciones_top,permalink,reporte_path
0061f54d5f5da06f34fb5607af6ece9d,b4e59dbc79931479f3755c2d4bc942ad00359d8e,edda1b55ef392fa46235ccd14510bddc027b4bb34f64fc22f5842eb85a5c0f04,,"UTF-8 Unicode text, with very long lines",text/plain,199321,2021-11-13T17:44:48+00:00,2021-11-13,2021-11-17T13:27:24+00:00,2021-11-17,4,56,0.0714,4,faceliker,0.5,faceliker:2;iframe:1;clicker:1,trojan,0.75,trojan:3,Trojan.Iframe.JS.3;TrojanClicker:JS/Faceliker;Trojan-Clicker.JS.Faceliker;JS.Trojan.Agent.42292,https://www.virustotal.com/gui/file/edda1b55ef392fa46235ccd14510bddc027b4bb34f64fc22f5842eb85a5c0f04/detection/f-edda1b55ef392fa46235ccd14510bddc027b4bb34f64fc22f5842eb85a5c0f04-1636825488,clasificacion\VirusShare_00499\reportes\reporte\0061f54d5f5da06f34fb5607af6ece9d.json
0062f67b471192420387b3fb51ce1b17,e5abd92c433435f8c10ecd088cc907baa09ef57c,d9241fc27e1b3adedbd1b801db6847d4a28b879b4f0d60a713af66c2bd017858,pdf,"PDF document, version 1.4",application/pdf,73260,2021-11-09T14:34:53+00:00,2021-11-09,2021-11-18T02:16:17+00:00,2021-11-18,25,60,0.4167,25,,0.0,gerphish:1;camelot:1;malurl:1,phishing,0.4,phishing:10;trojan:7;stealer:2,PDF.Spam.Heur.1;Trojan/Generic.ASMalwRG.150;PDF/Phishing.4BCA!tr;Trojan.PDF.stealer.phishing.e;PDF.Spam.Heur.1;Trojan.Phishing!1.D9C3 (CLASSIC);PDF.Trojan-Stealer.Phishing.E;Trojan.PDF.Phishing;PDF.Phisher.300;PDF.Spam.Heur.1,https://www.virustotal.com/gui/file/d9241fc27e1b3adedbd1b801db6847d4a28b879b4f0d60a713af66c2bd017858/detection/f-d9241fc27e1b3adedbd1b801db6847d4a28b879b4f0d60a713af66c2bd017858-1636468493,clasificacion\VirusShare_00499\reportes\reporte\0062f67b471192420387b3fb51ce1b17.json
0063a44055315c15b2f4ac7d3a0ced56,e8f3079fed9ba92d0159e02518e03266d15ba9a5,ea92b13cab0914a0663f5fbf2fca2b8ca7eef903812e13d6fd287673d9fb30a0,pdf,"PDF document, version 1.4",application/pdf,87457,2021-11-12T16:18:49+00:00,2021-11-12,2021-11-17T06:51:04+00:00,2021-11-17,29,60,0.4833,29,,0.0,gerphish:1;camelot:1;static:1,phishing,0.3448,phishing:10;trojan:8;stealer:1,PDF.Z.Agent.87457.BH;Trojan.PDF.Phishing.4!c;Malicious (score: 99);PDF.Phisher.197;PDF/Phishing.Agent.NDP;PDF/Gerphish.J.gen!Camelot;Pdf.Trojan.Spam.Chf;BehavesLike.PDF.Suspicious.mb;PDF.Phishing.41829;Trojan.Gen.NPE,https://www.virustotal.com/gui/file/ea92b13cab0914a0663f5fbf2fca2b8ca7eef903812e13d6fd287673d9fb30a0/detection/f-ea92b13cab0914a0663f5fbf2fca2b8ca7eef903812e13d6fd287673d9fb30a0-1636733929,clasificacion\VirusShare_00499\reportes\reporte\0063a44055315c15b2f4ac7d3a0ced56.json
0064cdcd671a78d2b239ec84fde59ede,0411960f96056c4ef271e0137fe41fce429ea519,36e47e8149c744cad03c9bde55db42ad41de0c566f41b9d06c6e642899796108,html,"HTML document, Non-ISO extended-ASCII text, with very long lines, with CRLF, CR, LF line terminators",text/html,207033,2021-11-12T04:40:35+00:00,2021-11-12,2021-11-17T18:57:59+00:00,2021-11-17,10,58,0.1724,10,iframe,0.4,iframe:4;astvirus:1,trojan,0.2,trojan:2;phishing:1,JS/Iframe.AN!tr;HTML.Phishing.40795;Script:SNH-gen [Trj];Script:SNH-gen [Trj];Mal/Iframe-AN;IFrame.gen;Malicious (score: 99);Trojan.HTML.IFrame;HTML/Infected.WebPage.Gen2;Trojan/Generic.ASTVirus.1013B,https://www.virustotal.com/gui/file/36e47e8149c744cad03c9bde55db42ad41de0c566f41b9d06c6e642899796108/detection/f-36e47e8149c744cad03c9bde55db42ad41de0c566f41b9d06c6e642899796108-1636692035,clasificacion\VirusShare_00499\reportes\reporte\0064cdcd671a78d2b239ec84fde59ede.json
00656ff50ea57869e3b89faebf7928b6,56bedf8f4f2b3a5fbcbeb9d46b5d3f26e38f580c,502ecfddd6e48b9ccb0ffff16cf275c70cb8b5492a3d1d62f5728f1aea9b177a,exe,"PE32 executable (GUI) Intel 80386, for MS Windows, UPX compressed",application/x-dosexec,16384,2021-11-14T17:28:53+00:00,2021-11-14,2021-11-17T04:36:40+00:00,2021-11-17,44,68,0.6471,44,eylr,0.1591,eylr:7;admm:2;dlnq:1;bscope:1;wacatac:1,trojan,0.4545,trojan:20;pua:1;worm:1,Trojan.Agent.dlnq;BScope.Trojan.Wacatac;Malicious (score: 100);Trojan.Siggen15.22576;Win32/Agent.ADMM;W32/Agent.DOR.gen!Eldorado;Gen:NN.ZexaE.34266.bmHfaix7qjpi;BehavesLike.Win32.Trojan.lc;Trojan.WacatacPMF.S16607927;ML.Attribute.HighConfidence,https://www.virustotal.com/gui/file/502ecfddd6e48b9ccb0ffff16cf275c70cb8b5492a3d1d62f5728f1aea9b177a/detection/f-502ecfddd6e48b9ccb0ffff16cf275c70cb8b5492a3d1d62f5728f1aea9b177a-1636910933,clasificacion\VirusShare_00499\reportes\reporte\00656ff50ea57869e3b89faebf7928b6.json
006581c1e9bcdfe20aa59e0303b5b5e5,0c5253f1e780c75a706c0b3f2f6f286d1e37a4b6,b162eaf0b2ac920dbfee52605b9a8f8229db191b45b710c4ff7ffbccbf2401d3,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,192740,2021-11-13T15:51:46+00:00,2021-11-13,2021-11-17T10:41:48+00:00,2021-11-17,46,67,0.6866,46,strictor,0.1304,strictor:6;vbclone:5;ajku:2;susgen:1;aidetect:1,trojan,0.3261,trojan:15;dropper:1,Trojan.Malware.74161353.susgen;Trojan/W32.VB-Agent.192740;Trojan.VBClone!1.BE37 (CLASSIC);Malicious (score: 100);W32.AIDetect.malware1;ML/PE-A + Mal/VB-AQT;malicious.1e9bcd;P2PWorm ( 005499db1 );W32/VBClone.E!tr;GrayWare/Win32.VP2.a,https://www.virustotal.com/gui/file/b162eaf0b2ac920dbfee52605b9a8f8229db191b45b710c4ff7ffbccbf2401d3/detection/f-b162eaf0b2ac920dbfee52605b9a8f8229db191b45b710c4ff7ffbccbf2401d3-1636818706,clasificacion\VirusShare_00499\reportes\reporte\006581c1e9bcdfe20aa59e0303b5b5e5.json
00666714d8e9d82ed4f95ab1b087c1d6,bd700e4d92ea46104037d29049089f2da133ca8c,38c8934c6c3a6318f9eecc0a18550b89dedb22783f535b41ab6ba168a51e67e3,dll,"PE32 executable (DLL) (GUI) Intel 80386, for MS Windows",application/x-dosexec,442368,2021-11-17T14:14:55+00:00,2021-11-17,2021-11-17T14:54:00+00:00,2021-11-17,42,67,0.6269,42,lazy,0.1429,lazy:6;dridex:5;cridex:4;drixed:3;susgen:1,trojan,0.2381,trojan:10;riskware:2;downloader:1;banker:1,Trojan.Malware.121218.susgen;Trojan:Win32/Dridex.b4530c0c;Malicious (score: 100);TROJ_GEN.R002C0DKD21;Mal/Generic-R + Mal/EncPk-APX;Riskware ( 0040eff71 );Trojan/Generic.ASMalwS.34CCACD;win/malicious_confidence_100% (W);a variant of Win32/GenKryptik.FNIC;Win32:Malware-gen,https://www.virustotal.com/gui/file/38c8934c6c3a6318f9eecc0a18550b89dedb22783f535b41ab6ba168a51e67e3/detection/f-38c8934c6c3a6318f9eecc0a18550b89dedb22783f535b41ab6ba168a51e67e3-1637158495,clasificacion\VirusShare_00499\reportes\reporte\00666714d8e9d82ed4f95ab1b087c1d6.json
0067ca8d3351c6323a1e7581ef978498,97274f6b0fbcc5ae1dda9fbc0e9ca0d16407a60a,3f52de5e7076ab7e7aeb76c5f9ba628fbb77e3afc78e9b34e9fd6441faa6388e,pdf,"PDF document, version 1.4",application/pdf,80376,2021-11-09T01:26:22+00:00,2021-11-09,2021-11-17T06:38:06+00:00,2021-11-17,25,61,0.4098,25,,0.0,static:1,phishing,0.44,phishing:11;trojan:5;stealer:2,Malicious (score: 99);PDF.Phisher.197;PDF/Phishing.Agent.NDP;URL/Phish.C.gen!Eldorado;BehavesLike.PDF.Suspicious.lb;PDF.Phish.42843;PDF/Phishing.A!tr;PDF.Trojan-Stealer.Phishing.E;Trojan.Phishing/PDF!1.CF5F (CLASSIC);Trojan.stealer.phishing.e,https://www.virustotal.com/gui/file/3f52de5e7076ab7e7aeb76c5f9ba628fbb77e3afc78e9b34e9fd6441faa6388e/detection/f-3f52de5e7076ab7e7aeb76c5f9ba628fbb77e3afc78e9b34e9fd6441faa6388e-1636421182,clasificacion\VirusShare_00499\reportes\reporte\0067ca8d3351c6323a1e7581ef978498.json
006954ea63c6cda88e002283c21c684c,c8befde24725f4e1433bfa6387a23c17d3bd9288,f6b28ae730c51bb46b648cddb1c40780a316f06896888bf1bfaeffa8b9a2b253,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,48640,2021-11-07T18:52:21+00:00,2021-11-07,2021-11-17T17:04:14+00:00,2021-11-17,48,69,0.6957,48,killmbr,0.2292,killmbr:11;zusy:7;diskwriter:3;smthor:2;frzd:2,trojan,0.4375,trojan:21;ransomware:1;dropper:1,AI:Packer.FC0B668B18;Generic.mg.006954ea63c6cda8;Malicious (score: 99);Trojan.Win32.KILLMBR.SMTHOR;Trojan/Generic.ASMalwS.2A17B01;W32/KillMBR.NDS!tr;Trojan ( 0057c2901 );a variant of Win32/KillMBR.NDS;Trojan.Malware.74069879.susgen;Gen:Variant.Zusy.326333,https://www.virustotal.com/gui/file/f6b28ae730c51bb46b648cddb1c40780a316f06896888bf1bfaeffa8b9a2b253/detection/f-f6b28ae730c51bb46b648cddb1c40780a316f06896888bf1bfaeffa8b9a2b253-1636311141,clasificacion\VirusShare_00499\reportes\reporte\006954ea63c6cda88e002283c21c684c.json
006adee8b4b628c0f9685872e01be70e,713e31bc873e67e1490f7f106136bf7979c9bb8b,184f9cdb5c8bbfdba7b209a8c039272a985c2514698301ee9b131f24968b4324,exe,"PE32+ executable (console) x86-64, for MS Windows",application/x-dosexec,23152,2021-11-14T16:13:26+00:00,2021-11-14,2021-11-18T08:57:52+00:00,2021-11-18,12,66,0.1818,12,tedy,0.5833,tedy:7;ipamor:1,trojan,0.0833,trojan:1,Gen:Variant.Tedy.7763;Gen:Variant.Tedy.7763;W64/Ipamor.DF.gen!Eldorado;Gen:Variant.Tedy.7763;Unsafe;Trojan/Generic.ASMalwS.34B9CB8;W64/Agent.6C67!tr;malware (ai score=82);Gen:Variant.Tedy.7763;Gen:Variant.Tedy.7763 (B),https://www.virustotal.com/gui/file/184f9cdb5c8bbfdba7b209a8c039272a985c2514698301ee9b131f24968b4324/detection/f-184f9cdb5c8bbfdba7b209a8c039272a985c2514698301ee9b131f24968b4324-1636906406,clasificacion\VirusShare_00499\reportes\reporte\006adee8b4b628c0f9685872e01be70e.json
006b2d34ccc26da9530211777e3d1e77,23b1b67d9264bfbd0f9f836c8d178743d37f0789,894e664c741a729c2b9216887f96e2a02a1469d349f1438d33a4f300b7c1e766,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,4287455,2021-11-15T01:52:29+00:00,2021-11-15,2021-11-18T07:51:18+00:00,2021-11-18,21,66,0.3182,21,,0.0,olext:1;virut:1;artemis:1;killav:1;spnr:1,trojan,0.1905,trojan:4;dropper:1;virus:1,W32/Olext.C.gen!Eldorado;Trojan.Win32.Save.a;Unsafe.AI_Score_99%;Unsafe;BehavesLike.Win32.Virut.rh;Artemis!006B2D34CCC2;Trojan-Dropper.Win32.Killav;W32/SPNR.15EG12!tr;win/malicious_confidence_90% (D);ML/PE-A,https://www.virustotal.com/gui/file/894e664c741a729c2b9216887f96e2a02a1469d349f1438d33a4f300b7c1e766/detection/f-894e664c741a729c2b9216887f96e2a02a1469d349f1438d33a4f300b7c1e766-1636941149,clasificacion\VirusShare_00499\reportes\reporte\006b2d34ccc26da9530211777e3d1e77.json
006c1d2a3cae2619016f3b66d8176f57,e80f9bed26fb950e625edd5c3d2507ec8393b879,679077aa5887373e5b9e53fdfd519d730d557c139fcf6ece84142c20902a594a,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,92820,2021-11-10T05:05:05+00:00,2021-11-10,2021-11-17T11:41:05+00:00,2021-11-17,37,66,0.5606,37,,0.0,ajku:2;dosb:2;susgen:1;muldrop:1;aidetect:1,trojan,0.4595,trojan:17;riskware:2;dropper:1,Trojan.Malware.121218.susgen;Trojan:Win32/Muldrop.329;Trojan.GenericKDZ.79665 (B);Malicious (score: 100);W32.AIDetect.malware1;TROJ_GEN.R002C0PK821;malicious.d26fb9;Static AI - Malicious PE;win/malicious_confidence_90% (W);Win32.Trojan.Vb.Cho,https://www.virustotal.com/gui/file/679077aa5887373e5b9e53fdfd519d730d557c139fcf6ece84142c20902a594a/detection/f-679077aa5887373e5b9e53fdfd519d730d557c139fcf6ece84142c20902a594a-1636520705,clasificacion\VirusShare_00499\reportes\reporte\006c1d2a3cae2619016f3b66d8176f57.json
006cece9f072f610923a98eeef7cfe50,0df8c5356610ad2a20d693b99224858fa3a3602c,816e7eced93e0fe79ab40fd0973c7c078583d5c4d8a48daa5b4d2e2771df04d1,exe,"PE32 executable (GUI) Intel 80386, for MS Windows, UPX compressed",application/x-dosexec,7243133,2021-11-12T17:20:55+00:00,2021-11-12,2021-11-17T10:18:19+00:00,2021-11-17,50,68,0.7353,50,dnsr,0.12,dnsr:6;prepscram:3;neyndy:2;fileinfectorx:2;aidetect:1,trojan,0.5,trojan:25;virus:1;ransomware:1;dropper:1,Trojan.Agent.neyndy;Trojan.Agent.DNSR (B);Trojan.Agent!1.B5F1 (CLASSIC);Malicious (score: 100);W32.AIDetect.malware1;Virus.Win32.Agent.VP@8ek9ga;malicious.9f072f;Trojan ( 005893621 );Trojan/Generic.ASMalwS.2993034;win/malicious_confidence_70% (D),https://www.virustotal.com/gui/file/816e7eced93e0fe79ab40fd0973c7c078583d5c4d8a48daa5b4d2e2771df04d1/detection/f-816e7eced93e0fe79ab40fd0973c7c078583d5c4d8a48daa5b4d2e2771df04d1-1636737655,clasificacion\VirusShare_00499\reportes\reporte\006cece9f072f610923a98eeef7cfe50.json
006e7ec0fdec6866f47e59994c807eb2,6308289b51d1eb02c256888594959e841fb177c0,4867ff07554acbb69487e2240835c55b417a694c24e22015e3671bc6fff392db,lnk,"MS Windows shortcut, Item id list present, Points to a file or directory, Has Description string, Has Relative path, Has Working directory, Archive, ctime=Mon Jul 19 20:53:00 2021, mtime=Mon Nov 15 04:35:53 2021, atime=Mon Nov 15 04:35:46 2021, length=4060353, window=hide",application/octet-stream,3410,2021-11-14T15:41:21+00:00,2021-11-14,2021-11-17T05:15:04+00:00,2021-11-17,5,56,0.0893,5,lnkrun,0.2,lnkrun:1;runner:1;vpaz:1,trojan,0.2,trojan:1,Malicious (score: 99);LNK/Run.AZ!tr;Troj/LnkRun-AZ;Trojan.LNK.Agent;LNK/Runner.VPAZ,https://www.virustotal.com/gui/file/4867ff07554acbb69487e2240835c55b417a694c24e22015e3671bc6fff392db/detection/f-4867ff07554acbb69487e2240835c55b417a694c24e22015e3671bc6fff392db-1636904481,clasificacion\VirusShare_00499\reportes\reporte\006e7ec0fdec6866f47e59994c807eb2.json
006ef59f1d879753c9ee60d1c8dda886,3d99a83427529e4c30b3f6ea4bfbc254e8ff54b9,12821eeecd23ae0f9846d7d524e697b9c53e96e62ce294c03e9883fd24cac169,pdf,"PDF document, version 1.4",application/pdf,90228,2021-10-30T20:04:52+00:00,2021-10-30,2021-11-17T12:33:19+00:00,2021-11-17,18,61,0.2951,18,,0.0,gerphish:1;camelot:1;malurl:1,phishing,0.5556,phishing:10;trojan:6;stealer:2,Trojan.PDF.stealer.phishing.e;HTML/Malicious.PDF.Gen2;Trojan.Phishing!1.D9C3 (CLASSIC);Malicious (score: 99);PDF/Phishing.4BCA!tr;Trojan/Generic.ASMalwRG.150;PDF/Phishing.Agent.NDP;PDF:PhishingX-gen [Phish];BehavesLike.PDF.Suspicious.mb;Trojan.Gen.NPE,https://www.virustotal.com/gui/file/12821eeecd23ae0f9846d7d524e697b9c53e96e62ce294c03e9883fd24cac169/detection/f-12821eeecd23ae0f9846d7d524e697b9c53e96e62ce294c03e9883fd24cac169-1635624292,clasificacion\VirusShare_00499\reportes\reporte\006ef59f1d879753c9ee60d1c8dda886.json
006feeb54c03e455b686742e5a35d73e,797a2922f15596eea68ffb8dc39ac37fc2ebd286,983056e671513b309355a6880a531d0907f0c9ffed0129fa26898bdeb515d2e4,html,"HTML document, UTF-8 Unicode text, with very long lines, with CRLF, LF line terminators",text/html,64273,2021-11-16T09:06:32+00:00,2021-11-16,2021-11-18T05:57:35+00:00,2021-11-18,15,57,0.2632,15,,0.0,hmjerj:1;expkit:1,trojan,0.6,trojan:9;downloader:1,Trojan.GenericKD.47400775;JS/Agent.AYK!Eldorado;Trojan.GenericKD.47400775;Trojan.GenericKD.47400775;Trojan.JS.Agent;JS/Agent.PFM!tr;Trojan.GenericKD.47400775;malware (ai score=80);Malicious (score: 99);Trojan.GenericKD.47400775,https://www.virustotal.com/gui/file/983056e671513b309355a6880a531d0907f0c9ffed0129fa26898bdeb515d2e4/detection/f-983056e671513b309355a6880a531d0907f0c9ffed0129fa26898bdeb515d2e4-1637053592,clasificacion\VirusShare_00499\reportes\reporte\006feeb54c03e455b686742e5a35d73e.json
007002b8aaab7a2e028d20c7c3f64fb1,8bd115b8c101b242774f61ae50ea099918a9a7ad,7e241e56758a6b093ff6f3d93b413d0d1ef30da2839a77a52d182b4b2eb3642f,,"HTML document, ASCII text, with very long lines",text/html,14726,2021-11-14T06:12:34+00:00,2021-11-14,2021-11-18T10:01:49+00:00,2021-11-18,6,57,0.1053,6,,0.0,,phishing,0.5,phishing:3;trojan:2,JS/Phish.TL;HTML:PhishingMail-IO [Phish];HTML.Trojan.Agent.4MMORU;Trojan.Script.GenericZ;HTML/PhishingMail.IO!tr;HTML:PhishingMail-IO [Phish],https://www.virustotal.com/gui/file/7e241e56758a6b093ff6f3d93b413d0d1ef30da2839a77a52d182b4b2eb3642f/detection/f-7e241e56758a6b093ff6f3d93b413d0d1ef30da2839a77a52d182b4b2eb3642f-1636870354,clasificacion\VirusShare_00499\reportes\reporte\007002b8aaab7a2e028d20c7c3f64fb1.json
00708efa715ec98f804f1ba127a66c03,057a304e12385c143f118e89906b244a23683e25,93530fda0ea15a1e97ec522f76cb1c77c9b18e44dd23047511b4553d45e0cc1f,exe,"PE32+ executable (GUI) x86-64, for MS Windows",application/x-dosexec,323600,2021-11-18T01:52:52+00:00,2021-11-18,2021-11-18T06:11:49+00:00,2021-11-18,47,68,0.6912,47,razy,0.1489,razy:7;selfdel:4;susgen:1;zeroaccess:1;bffg:1,trojan,0.4255,trojan:20,HEUR:Trojan.Win32.SelfDel.pef;Gen:Variant.Razy.975560;Trojan.Win64.SelfDel;Gen:Variant.Razy.975560;W64/Agent.CGC.gen!Eldorado;Malicious;Trojan.Win32.Save.a;Win64:TrojanX-gen [Trj];Gen:Variant.Razy.975560;Trojan.Malware.300983.susgen,https://www.virustotal.com/gui/file/93530fda0ea15a1e97ec522f76cb1c77c9b18e44dd23047511b4553d45e0cc1f/detection/f-93530fda0ea15a1e97ec522f76cb1c77c9b18e44dd23047511b4553d45e0cc1f-1637200372,clasificacion\VirusShare_00499\reportes\reporte\00708efa715ec98f804f1ba127a66c03.json
0070c04bab4b04e18bab667667f20c86,e5b72204c08515a6f82c6bd7bb944d6253959f67,85bb74060158f05b126a148833d355a08e7ac324913e743a750fc61af8101a01,s,"ASCII text, with very long lines",text/plain,9836,2021-11-13T17:12:59+00:00,2021-11-13,2021-11-17T20:09:06+00:00,2021-11-17,17,56,0.3036,17,cryxos,0.5294,cryxos:9;sabsik:1;expkit:1,trojan,0.6471,trojan:11,JS:Trojan.Cryxos.7310;Malicious (score: 99);Trojan/Generic.ASMalwRG.15C;JS/Agent.PIV!tr;JS:Trojan.Cryxos.7310;JS:Trojan.Cryxos.7310;Trojan.JS.Cryxos;JS:Trojan.Cryxos.7310;HEUR:Trojan.Script.Generic;JS/Agent.PIV,https://www.virustotal.com/gui/file/85bb74060158f05b126a148833d355a08e7ac324913e743a750fc61af8101a01/detection/f-85bb74060158f05b126a148833d355a08e7ac324913e743a750fc61af8101a01-1636823579,clasificacion\VirusShare_00499\reportes\reporte\0070c04bab4b04e18bab667667f20c86.json
0070fdfa65acf7ba6aa5339a0ee72cd5,873ac8462ddd47ec3722829255ae56eab2f1826d,a49a43eba9a66721d43f5cfa040d356cadd8f10f831bef2a0239a1e702300c83,html,"HTML document, UTF-8 Unicode text, with very long lines, with CRLF, LF line terminators",text/html,56138,2021-11-15T07:39:12+00:00,2021-11-15,2021-11-17T05:46:08+00:00,2021-11-17,15,49,0.3061,15,,0.0,redir:1;trojware:1;astvirus:1;scrinj:1,redirector,0.4667,redirector:7;trojan:6,Malicious (score: 99);JS/Agent.OEF;JS/Redir.AAQ;JS.Redirector.42969;JS/Agent.OEF!tr;JS:Redirector-CDG [Trj];Trojan.JS.Redirector.BWY (B);Trojan.JS.Redirector.BWY;TrojWare.JS.TrojanDownloader.Agent.OA@8rqtab;Trojan.JS.Redirector.BWY,https://www.virustotal.com/gui/file/a49a43eba9a66721d43f5cfa040d356cadd8f10f831bef2a0239a1e702300c83/detection/f-a49a43eba9a66721d43f5cfa040d356cadd8f10f831bef2a0239a1e702300c83-1636961952,clasificacion\VirusShare_00499\reportes\reporte\0070fdfa65acf7ba6aa5339a0ee72cd5.json
00749749137bc791c9180323da0fbf12,737bc5dac2ec429e71bb5b2955650cb863d4b96a,781edaa2d0e49cbb5efbae30b1a67c3093730d255f96664f73729e2a7921e939,exe,"PE32+ executable (console) x86-64, for MS Windows",application/x-dosexec,527872,2021-11-12T12:48:04+00:00,2021-11-12,2021-11-17T06:05:38+00:00,2021-11-17,3,67,0.0448,3,,0.0,,trojan,0.3333,trojan:1,Malicious (score: 100);a variant of Win64/Agent_AGen.AD;Trojan.Win64.Spy,https://www.virustotal.com/gui/file/781edaa2d0e49cbb5efbae30b1a67c3093730d255f96664f73729e2a7921e939/detection/f-781edaa2d0e49cbb5efbae30b1a67c3093730d255f96664f73729e2a7921e939-1636721284,clasificacion\VirusShare_00499\reportes\reporte\00749749137bc791c9180323da0fbf12.json
00758985f66d8676cd91c42c3bae621c,ac0179fd2658e131bf9999659e533bd395ce502f,207ab3e9d444aace2a2e2456a8e69a67e79b8a348402e5b34a18226982e4aa82,,"UTF-8 Unicode text, with very long lines",text/plain,212547,2021-11-13T09:37:05+00:00,2021-11-13,2021-11-17T02:00:36+00:00,2021-11-17,6,56,0.1071,6,faceliker,0.3333,faceliker:2;sabsik:1,trojan,0.5,trojan:3,Trojan.FaceLiker/JS!1.BAA9 (CLASSIC);Script:SNH-gen [Trj];Trojan.FaceLiker.JS.2;Script:SNH-gen [Trj];Malware.Generic-Script.Save.1f432c47;Trojan:Script/Sabsik.FL.B!ml,https://www.virustotal.com/gui/file/207ab3e9d444aace2a2e2456a8e69a67e79b8a348402e5b34a18226982e4aa82/detection/f-207ab3e9d444aace2a2e2456a8e69a67e79b8a348402e5b34a18226982e4aa82-1636796225,clasificacion\VirusShare_00499\reportes\reporte\00758985f66d8676cd91c42c3bae621c.json
00776bdd467fec5c2803ade8aaf84ee3,e2177fa5a85623f7b153e0e610f1cdefbff9eff7,802d6a9574e9c39d7e10c2fb3ade4d21b04aaf30a9995009ce91e5dd412f3c05,pdf,"PDF document, version 1.4",application/pdf,69846,2021-11-11T07:05:06+00:00,2021-11-11,2021-11-17T11:59:57+00:00,2021-11-17,27,60,0.45,27,,0.0,gerphish:1;camelot:1;malurl:1,phishing,0.4074,phishing:11;trojan:8;stealer:2,Trojan.W32.stealer.phishing.e;HTML/Malicious.PDF.Gen2;PDF.Spam.Heur.1 (B);Trojan.Phishing/PDF!1.D8B8 (CLASSIC);Malicious (score: 99);PDF/Phishing.Agent.NDP;Trojan/Generic.ASMalwRG.150;PDF/Phishing.818B!tr;PDF:PhishingX-gen [Phish];PDF.Spam.Heur.1,https://www.virustotal.com/gui/file/802d6a9574e9c39d7e10c2fb3ade4d21b04aaf30a9995009ce91e5dd412f3c05/detection/f-802d6a9574e9c39d7e10c2fb3ade4d21b04aaf30a9995009ce91e5dd412f3c05-1636614306,clasificacion\VirusShare_00499\reportes\reporte\00776bdd467fec5c2803ade8aaf84ee3.json
007a6346f4e4a95cbe555c0fd1511dcb,bda5bb075608fe176ea1602681a082056a6110bf,97ad3836babef1636869f4a0f40264618d61e04f7bed7506cd07bea6fe3ecbfa,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,415309,2021-11-12T00:22:34+00:00,2021-11-12,2021-11-17T17:14:48+00:00,2021-11-17,53,67,0.791,53,urelas,0.1887,urelas:10;plite:7;corrupt:2;aidetect:1;susgen:1,trojan,0.3962,trojan:21;backdoor:6;bot:1;adware:1;dropper:1,Trojan.Win32.Save.a;Backdoor.Plite.Win32.3368;Generic.mg.007a6346f4e4a95c;W32.AIDetect.malware1;Win32.Trojan.Urelas.a;Trojan/Generic.ASMalwS.2C48967;W32/Urelas.O!tr;Trojan.Win32.Urelas.bot!s1;Trojan ( 005326d31 );Trojan.Malware.300983.susgen,https://www.virustotal.com/gui/file/97ad3836babef1636869f4a0f40264618d61e04f7bed7506cd07bea6fe3ecbfa/detection/f-97ad3836babef1636869f4a0f40264618d61e04f7bed7506cd07bea6fe3ecbfa-1636676554,clasificacion\VirusShare_00499\reportes\reporte\007a6346f4e4a95cbe555c0fd1511dcb.json
007a9ceae14360ab9e7d629eb3aef8c1,fc1732fb99c6c77efd47a7122299cdb2d3184060,d8ffa3a5129c1648fbed3e9c9bfc8f7c9c8a7de17cc8f00fde7cef4a9eec7bf8,,"UTF-8 Unicode text, with very long lines",text/plain,203174,2021-11-13T10:24:56+00:00,2021-11-13,2021-11-18T07:45:47+00:00,2021-11-18,5,56,0.0893,5,faceliker,0.4,faceliker:2;cryxos:1;iframe:1,trojan,0.8,trojan:4,Trojan.JS.Cryxos;JS.Trojan.Agent.42292;Trojan.Iframe.JS.3;Trojan.FaceLiker/JS!1.BAA9 (CLASSIC);TrojanClicker:JS/Faceliker,https://www.virustotal.com/gui/file/d8ffa3a5129c1648fbed3e9c9bfc8f7c9c8a7de17cc8f00fde7cef4a9eec7bf8/detection/f-d8ffa3a5129c1648fbed3e9c9bfc8f7c9c8a7de17cc8f00fde7cef4a9eec7bf8-1636799096,clasificacion\VirusShare_00499\reportes\reporte\007a9ceae14360ab9e7d629eb3aef8c1.json
